name,category,description,source,directed,weighted,vertex_type,edge_type,collection,tags,citations,download_url,n_nodes,n_edges,density,max_degree,min_degree,avg_degree,assortativity,n_triangles,avg_triangles,max_triangles,avg_clustering,transitivity,max_kcore,max_clique_lb
hvdc2,misc,"Power simulation matrix, Alex Wang, Manitoba HVDC, Canada",Unknown,False,True,Unknown,Unknown,misc,"['power network problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/hvdc2.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
hydr1,misc,"Chemical process separation, Steve Zitney, Cray Research",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/hydr1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
hydr1c,misc,"Chemical process separation sequence, S. Zitney, Cray Research",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem sequence', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/hydr1c.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
ibm-matrix-2,misc,"Olaf Schenk, Univ. Basel",Unknown,False,True,Unknown,Unknown,misc,"['semiconductor device problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ibm_matrix_2.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
ibm32,misc,UNSYMMETRIC PATTERN ON LEAFLET ADVERTISING IBM 1971 CONFERENCE,Unknown,False,True,Unknown,Unknown,misc,['directed graph'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ibm32.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
igbt3,misc,"Olaf Schenk, Univ. Basel",Unknown,False,True,Unknown,Unknown,misc,"['semiconductor device problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/igbt3.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
iiasa,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/iiasa.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
illc1033,misc,UNSYMMETRIC LEAST-SQUARES PROBLEM.                  SAUNDERS 1979.,Unknown,False,True,Unknown,Unknown,misc,"['least squares problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/illc1033.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
illc1850,misc,UNSYMMETRIC LEAST-SQUARES PROBLEM.                  SAUNDERS 1979.,Unknown,False,True,Unknown,Unknown,misc,"['least squares problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/illc1850.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
image-interp,misc,"image editting problem, Y. Yoshiyasu, Keio Univ, Japan",Unknown,False,True,Unknown,Unknown,misc,"['computer graphics/vision problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/image_interp.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-a,misc,"UNSYMMETRIC MATRIX - HEAT EXCHANGER NETWORK (CHEM ENG) ,1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_a.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-b,misc,"UNSYMMETRIC MATRIX - CAVETT'S PROCESS (CHEM ENG),1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_b.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-c,misc,"UNSYMMETRIC MATRIX - ETHYLENE PLANT MODEL (CHEM ENG)   ,1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_c.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-e,misc,"UNSYMMETRIC MATRIX - HYDROCARBON SEPARATION PROBLEM(CHEM ENG),1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_e.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
impcol-d,misc,"UNSYMMETRIC MATRIX - NITRIC ACID PLANT MODEL (CHEM ENG),1982",Unknown,False,True,Unknown,Unknown,misc,"['chemical process simulation problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/impcol_d.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
init-adder1,misc,Sandia/init_adder1 circuit simulation matrix. Sandia National Lab.,Unknown,False,True,Unknown,Unknown,misc,"['circuit simulation problem sequence', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/init_adder1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
inlet,misc,Oberwolfach,Unknown,False,True,Unknown,Unknown,misc,"['model reduction problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/inlet.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
inline-1,misc,stiffness matrix,Unknown,False,True,Unknown,Unknown,misc,"['structural problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/inline_1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
internet,misc,Pajek network,Unknown,False,True,Unknown,Unknown,misc,"['directed weighted graph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/internet.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
invextr1-new,misc,POLYFLOW flat die (new version to avoid underflow),Unknown,False,True,Unknown,Unknown,misc,"['computational fluid dynamics problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/invextr1_new.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
iprob,misc,"Problematic linear programming problem, Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/iprob.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
ins2,misc,"ins2 matrix from Alexander Andrianov, SAS Institute Inc.",Unknown,False,True,Unknown,Unknown,misc,['optimization problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/ins2.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
italy-osm,misc,DIMACS10 set,Unknown,False,True,Unknown,Unknown,misc,['undirected graph'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/italy_osm.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh1,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - SMALL HOLE SQUARE,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh2,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - GRADED L,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh2.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh3,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - PLAIN SQUARE,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh3.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh4,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - LARGE HOLE SQUARE,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh4.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh5,misc,SYMMETRIC PATTERN FROM ALAN GEORGE -  + SHAPED DOMAIN,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh5.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh6,misc,SYMMETRIC PATTERN FROM ALAN GEORGE -  H SHAPED DOMAIN,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh6.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh7,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - 3 HOLE PROBLEM,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh7.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh8,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - 6 HOLE PROBLEM,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh8.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jagmesh9,misc,SYMMETRIC PATTERN FROM ALAN GEORGE - PINCHED HOLE PROBLEM,Unknown,False,True,Unknown,Unknown,misc,['2D/3D problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jagmesh9.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac020,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 020",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac020.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac020sc,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 020, with scaling",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac020sc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac040,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 040",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac040.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac040sc,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 040, with scaling",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac040sc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac060,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 060",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac060.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac060sc,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 060, with scaling",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac060sc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac080,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 080",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac080.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac080sc,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 080, with scaling",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac080sc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac100,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 100",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac100.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac100sc,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 100, with scaling",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac100sc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac120,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 120",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac120.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jan99jac120sc,misc,"Jacobian from Bank of Canada 'jan99' model, oldstack 120, with scaling",Unknown,False,True,Unknown,Unknown,misc,"['economic problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jan99jac120sc.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jendrec1,misc,"linear programming problem, C. Meszaros test set",Unknown,False,True,Unknown,Unknown,misc,"['linear programming problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jendrec1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jazz,misc,jazz muscicians network,Unknown,False,True,Unknown,Unknown,misc,"['undirected multigraph', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jazz.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jester1,Sparse Networks,This weighted network contains information about how users rated a total ammount of 100 jokes. Not every user rated every joke. Rating values are continuous values between âˆ’10 and +10. An edge shows that a user has rated a joke. Left nodes are users and right nodes are jokes.,Unknown,False,False,"User, joke",Rating,J1,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jester1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jester2,Sparse Networks,This weighted network contains information about how users rated a total ammount of 150 jokes. Not every user rated every joke. Rating values are continuous values between âˆ’10 and +10. An edge shows that a user has rated a joke. Left nodes are users,Unknown,False,False,"User, joke",Rating,J2,[],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jester2.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jnlbrng1,misc,"Gould, Hu, & Scott",Unknown,False,True,Unknown,Unknown,misc,"['optimization problem', 'weighted network']","['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jnlbrng1.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jgl011,misc,U JOHN G. LEWIS P4 COUNTEREXAMPLE WHICH REQUIRES FILL IN SPIKES,Unknown,False,True,Unknown,Unknown,misc,['counter-example problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jgl011.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
jgl009,misc,U JOHN G. LEWIS P4 COUNTEREXAMPLE WHICH REQUIRES FILL IN SPIKES,Unknown,False,True,Unknown,Unknown,misc,['counter-example problem'],"['@inproceedings{nr,\ntitle={\nThe Network Data Repository with Interactive Graph Analytics and Visualization\n},\nauthor={Ryan A. Rossi and Nesreen K. Ahmed},\nbooktitle={AAAI},\nurl={\nhttps://networkrepository.com\n},\nyear={2015}\n}']",http://nrvis.com/./download/data/misc/jgl009.zip,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0
